# Model-estimated failure probability based on synthetic demonstration data; not a validated real-world failure probability.
asset_id,asset_type,substation,location,latitude,longitude,age_years,temperature,temperature_trend,vibration,oil_quality,load_percentage,maintenance_days_ago,maintenance_count,previous_failures,weather_severity,humidity,wind_speed,rainfall,historical_incidents,criticality,downstream_customers,critical_facilities,neighbor_count,failure_within_horizon,failure_probability,failure_risk_percent,risk_category
TX-149,transformer,Halol Substation,Halol,22.05522,73.10481,35.8,64.7,stable,4.4,66.9,83.3,154,2,0,73.3,62.5,10.5,45.2,0,Low,20,0,6,0,0.0685757441887753,6.86,LOW
RCL-114,recloser,Nadiad Substation,Nadiad,22.36092,73.47371,22.7,64.6,stable,3.98,59.7,64.4,236,5,0,31.1,60.0,26.5,40.5,0,Medium,1192,2,4,1,0.9767635638673616,97.68,MEDIUM
FDR-134,feeder,Padra Substation,Padra,21.99673,73.26151,41.7,69.5,falling,5.15,50.5,73.2,214,2,1,21.7,66.5,10.9,0.0,1,Low,59,0,2,1,0.994993279798641,99.5,CRITICAL
FDR-135,feeder,Padra Substation,Padra,22.46581,73.21364,13.8,61.6,stable,4.92,64.5,90.0,207,3,0,26.1,44.7,27.2,0.0,0,Medium,1077,1,4,1,0.9795679553678248,97.96,MEDIUM
TX-150,transformer,Anand Substation,Anand,22.17129,73.47402,12.0,56.4,stable,2.75,85.1,60.6,248,8,0,62.9,71.3,5.6,16.1,0,Medium,1203,0,4,0,0.005968357201100046,0.6,LOW
TX-151,transformer,Padra Substation,Padra,22.28962,72.97804,38.9,58.9,rising,3.63,71.8,57.7,122,4,0,28.0,60.7,28.2,53.7,0,Medium,1285,1,3,0,0.024819477907017853,2.48,LOW
TX-152,transformer,Bharuch Substation,Bharuch,22.13232,73.11648,27.3,66.5,stable,4.85,62.7,79.4,185,7,1,57.2,72.5,14.8,44.7,1,Low,199,0,6,1,0.9779461292909101,97.79,MEDIUM
BRK-116,breaker,Padra Substation,Padra,21.9307,73.43897,6.0,50.0,rising,2.36,77.0,47.6,29,6,0,24.8,63.7,23.0,38.7,0,Medium,1222,0,4,0,0.0009165497333870754,0.09,LOW
FDR-136,feeder,Baroda North Substation,Baroda North,22.29066,73.24498,3.9,50.3,stable,2.34,88.8,71.2,70,4,0,0.0,33.5,0.0,39.6,0,Low,197,0,3,0,0.001078148913787956,0.11,LOW
TX-153,transformer,Vadodara Central Substation,Vadodara Central,21.99547,73.1346,6.2,49.6,stable,3.09,85.9,84.4,189,3,0,57.1,47.0,5.4,24.3,0,High,2984,2,2,0,0.0036979766373285224,0.37,LOW
FDR-137,feeder,Baroda South Substation,Baroda South,22.02695,73.3798,1.5,52.0,rising,2.61,89.0,77.9,138,6,0,43.7,53.4,11.2,96.7,0,Low,20,0,1,0,0.0009171995010714385,0.09,LOW
CAP-110,capacitor_bank,Padra Substation,Padra,22.11925,73.3714,5.3,55.4,stable,3.14,73.9,63.1,178,2,0,9.4,35.2,22.2,24.1,0,Low,835,0,1,0,0.0015080269791097386,0.15,LOW
FDR-138,feeder,Nadiad Substation,Nadiad,22.28612,73.22608,14.4,58.9,rising,3.73,66.1,51.6,114,3,1,37.0,60.3,19.8,81.4,2,Medium,1348,0,1,0,0.007821103272725869,0.78,LOW
FDR-139,feeder,Baroda South Substation,Baroda South,21.92829,73.35688,13.8,52.4,stable,2.9,87.4,54.2,187,6,0,12.4,38.8,17.0,76.7,0,High,2969,2,3,0,0.005226683122791441,0.52,LOW
TX-154,transformer,Godhra Substation,Godhra,22.47207,73.10702,3.0,51.1,stable,2.36,96.4,57.5,36,5,0,61.0,46.9,10.2,2.1,0,Low,20,1,3,0,0.0008011104984478491,0.08,LOW
CAP-111,capacitor_bank,Anand Substation,Anand,22.25885,73.43448,29.3,60.4,rising,3.95,60.4,60.3,288,5,0,13.0,44.8,18.9,75.1,1,Low,962,0,6,1,0.9809202420916499,98.09,HIGH
TX-155,transformer,Baroda South Substation,Baroda South,22.16982,72.96514,37.1,63.8,rising,3.86,64.4,60.3,156,3,0,47.4,57.3,4.1,18.8,0,High,2185,1,4,1,0.9823914451643088,98.24,HIGH
CAP-112,capacitor_bank,Padra Substation,Padra,22.45269,73.12874,40.7,65.8,falling,4.15,63.2,54.7,213,6,0,29.2,75.9,12.3,6.8,0,Medium,1452,0,4,1,0.9910267515778386,99.1,HIGH
BRK-117,breaker,Karjan Substation,Karjan,22.29527,73.26713,38.8,57.5,falling,3.91,75.2,63.6,212,3,0,36.4,42.1,5.4,26.6,0,Medium,1603,1,4,0,0.46362583386652273,46.36,MEDIUM
FDR-140,feeder,Godhra Substation,Godhra,22.17237,73.28153,25.4,56.2,rising,3.72,78.1,58.9,261,3,0,12.7,52.2,12.4,47.8,0,Medium,1645,0,2,0,0.09426970829437004,9.43,MEDIUM
CAP-113,capacitor_bank,Halol Substation,Halol,22.35851,73.48539,28.0,55.8,stable,3.22,79.1,43.9,82,3,0,44.6,59.1,10.3,86.3,0,Low,499,0,2,1,0.9050042626378647,90.5,MEDIUM
TX-156,transformer,Vadodara Central Substation,Vadodara Central,22.46206,73.47403,33.4,56.2,rising,4.11,67.5,65.6,304,6,0,37.6,66.8,39.7,15.7,0,Low,276,0,1,0,0.017261187046658497,1.73,LOW
CAP-114,capacitor_bank,Karjan Substation,Karjan,21.96511,73.30422,11.7,51.6,stable,3.05,81.3,55.0,29,5,0,58.0,59.3,33.3,51.2,0,Medium,956,0,3,0,0.0018170947766138863,0.18,LOW
TX-157,transformer,Baroda South Substation,Baroda South,22.50814,73.19448,39.4,62.8,rising,4.5,54.2,74.4,317,6,1,29.2,35.7,6.9,30.1,1,Medium,1273,0,5,0,0.9912890256597727,99.13,HIGH
RCL-115,recloser,Nadiad Substation,Nadiad,22.22994,73.26785,19.6,62.5,rising,3.8,70.4,56.3,287,6,0,57.6,77.4,18.8,28.3,0,High,2310,2,3,1,0.9861744235613025,98.62,HIGH
FDR-141,feeder,Godhra Substation,Godhra,22.40439,73.3712,20.8,58.0,falling,3.64,78.5,60.3,77,1,0,26.9,62.6,2.4,35.2,0,Low,408,1,5,0,0.008949391463693505,0.89,LOW
FDR-142,feeder,Karjan Substation,Karjan,22.21285,72.94704,5.2,52.4,rising,2.7,83.2,54.1,187,3,0,47.1,39.5,9.9,14.4,0,Low,48,0,6,0,0.0008131541577590601,0.08,LOW
FDR-143,feeder,Baroda South Substation,Baroda South,22.55831,73.32042,40.9,65.0,rising,5.17,56.7,69.9,337,0,2,70.5,78.1,11.8,2.0,3,High,2149,2,3,1,0.9976178595819472,99.76,CRITICAL
TX-158,transformer,Baroda North Substation,Baroda North,22.58249,73.22435,34.9,58.2,falling,3.66,79.6,82.5,233,3,0,49.8,47.7,19.8,18.9,1,Low,364,1,4,1,0.972051072134949,97.21,MEDIUM
FDR-144,feeder,Padra Substation,Padra,22.10973,73.35952,25.8,55.8,stable,3.34,81.8,63.5,217,3,0,46.3,54.9,18.1,67.1,0,Medium,677,3,4,0,0.007575777415396061,0.76,LOW
FDR-145,feeder,Anand Substation,Anand,22.34582,73.27064,12.0,54.4,stable,2.77,83.9,69.5,107,1,0,34.5,50.9,10.5,14.3,0,Low,53,0,1,0,0.001457600692814733,0.15,LOW
FDR-146,feeder,Godhra Substation,Godhra,22.47208,73.39695,1.4,49.1,rising,3.14,82.3,67.8,204,3,0,60.5,76.9,26.0,56.7,0,Medium,1518,1,3,0,0.0008041928006700795,0.08,LOW
BRK-118,breaker,Godhra Substation,Godhra,22.06518,73.1605,9.8,56.4,rising,3.09,86.1,62.6,122,6,0,34.5,54.4,5.4,68.9,0,Low,678,1,1,1,0.8752193511208048,87.52,MEDIUM
BRK-119,breaker,Karjan Substation,Karjan,22.41323,72.91281,27.2,54.0,rising,3.42,84.6,70.1,183,7,0,38.8,40.7,5.7,44.7,0,High,2024,2,4,0,0.012123237392023926,1.21,LOW
BRK-120,breaker,Nadiad Substation,Nadiad,22.06715,73.3326,9.2,51.0,stable,3.1,83.5,61.6,253,6,0,43.0,53.8,27.5,89.9,0,Low,402,1,5,0,0.001293703553028585,0.13,LOW
FDR-147,feeder,Vadodara Central Substation,Vadodara Central,22.32417,72.94252,13.5,50.7,stable,2.73,91.0,79.0,185,5,0,42.3,56.4,20.4,18.2,0,Medium,1030,0,2,0,0.0030089692462539216,0.3,LOW
TX-159,transformer,Halol Substation,Halol,22.42444,73.14911,40.2,66.6,stable,4.8,66.1,89.1,255,4,0,36.2,48.1,17.4,44.1,0,Medium,1642,0,5,1,0.9960269748657536,99.6,CRITICAL
FDR-148,feeder,Bharuch Substation,Bharuch,22.5483,73.05245,35.9,65.0,stable,4.57,68.3,65.9,168,6,3,28.9,63.7,9.5,0.0,3,Low,20,0,5,0,0.018262337249919023,1.83,LOW
FDR-149,feeder,Vadodara Central Substation,Vadodara Central,22.54252,73.34056,10.5,55.6,stable,4.15,74.4,89.6,137,2,0,29.0,46.5,19.4,33.1,0,Low,1131,0,5,0,0.012980397786156716,1.3,LOW
BRK-121,breaker,Baroda South Substation,Baroda South,22.11335,72.92471,5.2,52.5,rising,3.02,90.8,68.8,80,3,0,73.2,61.9,15.8,47.4,0,High,1623,1,1,0,0.0016169040637268113,0.16,LOW
TX-160,transformer,Padra Substation,Padra,22.35657,73.01766,43.7,67.7,stable,5.11,53.9,85.5,271,3,2,63.3,43.8,15.7,10.0,2,Medium,1522,0,4,1,0.9976744091272164,99.77,CRITICAL
BRK-122,breaker,Godhra Substation,Godhra,22.49693,72.96742,26.3,54.0,stable,3.41,76.8,63.5,205,5,0,28.1,66.8,1.8,13.0,0,Low,136,0,6,1,0.9197595454030667,91.98,MEDIUM
RCL-116,recloser,Baroda South Substation,Baroda South,22.33258,72.93185,5.9,63.9,rising,4.47,62.3,77.6,300,4,2,66.2,69.7,30.0,86.0,2,Low,453,0,6,0,0.01612477733541536,1.61,LOW
TX-161,transformer,Vadodara Central Substation,Vadodara Central,22.14275,73.11115,39.9,67.9,falling,5.18,53.9,58.2,255,3,0,40.3,73.8,15.3,37.7,0,Low,303,0,1,1,0.9922561539425159,99.23,HIGH
TX-162,transformer,Padra Substation,Padra,22.27956,73.02405,45.0,68.1,falling,4.6,60.4,81.8,213,6,0,67.8,41.7,0.0,25.9,0,Low,64,0,4,1,0.9968436005572124,99.68,CRITICAL
FDR-150,feeder,Godhra Substation,Godhra,22.09166,73.36746,43.9,67.4,falling,5.59,58.9,87.1,244,5,2,57.7,51.3,1.1,66.4,2,Low,152,1,6,1,0.9968176220068001,99.68,CRITICAL
TX-163,transformer,Karjan Substation,Karjan,22.59177,73.35467,11.2,51.2,rising,3.52,77.3,68.4,129,4,0,29.0,46.1,19.0,45.3,0,High,2554,2,6,0,0.0024001686876182825,0.24,LOW
RCL-117,recloser,Halol Substation,Halol,22.17118,73.3591,2.8,53.5,stable,2.88,85.1,58.4,213,1,0,31.4,38.7,16.6,44.8,0,Medium,1208,0,5,0,0.0012035254479876968,0.12,LOW
TX-164,transformer,Halol Substation,Halol,22.51778,72.95411,19.6,55.3,rising,3.31,78.1,60.1,153,5,0,29.4,76.4,12.1,63.9,0,Low,671,0,2,0,0.018564031024600684,1.86,LOW
FDR-151,feeder,Baroda South Substation,Baroda South,22.02649,73.43913,17.9,55.6,stable,3.15,85.1,77.0,130,7,0,25.0,72.8,34.3,63.9,0,Low,898,0,6,0,0.0028866572869760427,0.29,LOW
TX-165,transformer,Nadiad Substation,Nadiad,22.48661,73.07906,27.8,54.2,rising,3.05,80.7,59.5,100,9,0,40.7,35.8,4.6,45.9,1,Low,615,0,5,0,0.007585185598363961,0.76,LOW
TX-166,transformer,Vadodara Central Substation,Vadodara Central,22.32844,72.96558,25.7,59.9,stable,3.58,73.0,65.9,182,8,0,17.5,58.0,14.9,22.4,0,Low,432,0,2,0,0.02399468866322001,2.4,LOW
FDR-152,feeder,Baroda North Substation,Baroda North,22.41623,73.0244,13.6,53.0,stable,2.22,76.9,26.5,109,3,0,28.8,45.6,18.3,0.0,0,Low,51,1,1,0,0.001665437129557003,0.17,LOW
FDR-153,feeder,Anand Substation,Anand,22.22243,73.41913,35.8,60.9,stable,4.43,62.6,71.8,220,4,0,15.1,61.1,26.0,12.6,0,Medium,1745,0,6,0,0.03681495529935907,3.68,LOW
FDR-154,feeder,Vadodara Central Substation,Vadodara Central,21.92214,73.14832,1.8,51.4,stable,2.72,79.5,82.6,77,6,0,22.1,46.2,16.7,22.2,0,Medium,1161,0,6,0,0.0010216071808565655,0.1,LOW
TX-167,transformer,Halol Substation,Halol,22.39957,73.21341,9.9,51.9,stable,3.22,75.1,75.1,38,1,0,43.6,43.0,33.1,121.1,0,High,2775,2,4,1,0.9377942711335366,93.78,MEDIUM
RCL-118,recloser,Karjan Substation,Karjan,22.07138,72.94275,29.1,67.2,rising,5.43,55.7,74.1,337,3,0,57.1,73.6,14.7,75.0,0,Low,662,1,5,1,0.9950042164304325,99.5,CRITICAL
TX-168,transformer,Halol Substation,Halol,22.39715,73.17924,40.2,64.0,stable,4.14,59.4,62.2,237,4,0,6.3,77.6,10.1,25.9,0,Medium,1236,1,6,1,0.9959479544310098,99.59,CRITICAL
TX-169,transformer,Karjan Substation,Karjan,22.18057,73.14807,15.5,58.2,rising,3.04,76.9,63.0,165,6,0,26.0,39.1,12.6,0.0,0,Medium,1609,1,4,0,0.005854818928054028,0.59,LOW
FDR-155,feeder,Halol Substation,Halol,22.43994,73.12735,35.5,58.8,stable,3.87,63.7,61.8,180,7,0,30.1,41.0,11.9,0.0,0,High,1979,2,5,1,0.9561300670150351,95.61,MEDIUM
BRK-123,breaker,Baroda North Substation,Baroda North,22.5905,73.14252,36.6,61.5,stable,3.84,69.4,60.8,207,5,0,80.6,61.2,3.5,111.7,0,High,1797,3,5,1,0.9850198849029553,98.5,HIGH
TX-170,transformer,Bharuch Substation,Bharuch,22.40494,73.19202,20.0,65.8,stable,4.62,55.9,71.5,174,4,1,53.3,62.8,10.1,14.9,1,Low,543,1,2,1,0.9800830144528254,98.01,MEDIUM
RCL-119,recloser,Baroda North Substation,Baroda North,22.39342,72.9679,31.6,59.7,stable,3.49,73.8,56.0,188,5,0,60.6,30.7,18.2,33.5,0,Medium,1030,1,4,0,0.018638241433785126,1.86,LOW
BRK-124,breaker,Baroda South Substation,Baroda South,22.19471,73.47635,13.3,55.2,stable,3.27,80.4,60.2,132,3,0,12.8,36.9,11.4,75.6,1,Medium,1053,2,3,0,0.0029541029778888863,0.3,LOW
TX-171,transformer,Anand Substation,Anand,22.15884,73.00524,12.5,69.0,stable,4.74,59.4,60.7,215,6,0,48.8,78.2,26.1,39.4,0,Low,2113,2,5,0,0.01888896979480633,1.89,LOW
TX-172,transformer,Baroda South Substation,Baroda South,22.56378,73.45348,7.4,61.8,rising,3.35,68.0,31.4,189,2,0,51.2,53.6,8.8,3.2,0,Low,20,0,6,0,0.009029796987853554,0.9,LOW
BRK-125,breaker,Vadodara Central Substation,Vadodara Central,22.3744,73.49593,31.0,55.7,falling,3.57,77.0,50.8,78,5,0,27.1,72.8,26.4,0.0,0,Medium,1680,0,3,0,0.007152836942689672,0.72,LOW
TX-173,transformer,Anand Substation,Anand,22.02898,73.07674,13.5,49.0,rising,3.25,89.3,88.3,213,8,0,29.0,76.5,31.5,75.0,0,Medium,1672,3,6,0,0.008011450202186745,0.8,LOW
TX-174,transformer,Halol Substation,Halol,22.40078,72.96197,8.1,48.0,stable,2.41,91.3,56.6,171,5,0,59.2,73.6,12.0,57.7,0,Medium,1666,1,4,0,0.0009301144573243907,0.09,LOW
FDR-156,feeder,Nadiad Substation,Nadiad,22.18043,73.27936,15.5,55.6,rising,3.4,73.8,62.8,72,4,0,3.7,57.2,27.7,17.3,0,Medium,734,1,3,0,0.009401215800086599,0.94,LOW
TX-175,transformer,Padra Substation,Padra,22.27376,73.40055,25.4,68.9,stable,4.42,63.4,70.8,291,0,1,47.2,56.5,20.5,155.9,1,Low,586,0,4,1,0.9816792030106937,98.17,HIGH
RCL-120,recloser,Anand Substation,Anand,22.47452,72.95838,10.3,52.9,stable,3.19,87.4,87.3,93,5,0,45.6,52.1,18.1,80.6,0,Medium,1032,2,3,0,0.004108660676717179,0.41,LOW
CAP-115,capacitor_bank,Baroda North Substation,Baroda North,22.07055,73.24919,19.8,61.6,falling,4.08,72.1,65.4,142,7,0,69.9,56.8,4.6,30.9,0,Low,552,0,4,1,0.9629970609697229,96.3,MEDIUM
BRK-126,breaker,Karjan Substation,Karjan,22.1435,72.90274,32.1,68.5,rising,4.94,50.1,68.8,152,5,1,57.2,55.6,24.2,23.1,1,Medium,859,2,3,1,0.9902279356872621,99.02,HIGH
TX-176,transformer,Padra Substation,Padra,22.5474,73.00553,28.6,62.8,rising,4.98,67.1,79.5,255,3,3,43.8,68.5,21.2,46.7,3,High,2457,1,1,1,0.9857618844868254,98.58,HIGH
FDR-157,feeder,Baroda North Substation,Baroda North,22.40387,73.27921,19.4,54.9,falling,2.85,77.3,66.4,175,4,1,45.4,72.8,23.9,75.3,1,Medium,1425,1,4,0,0.0033592788300683915,0.34,LOW
TX-177,transformer,Baroda South Substation,Baroda South,22.41101,73.34171,21.5,52.5,stable,2.86,85.7,67.7,197,9,0,25.8,44.8,15.6,3.9,0,Low,623,0,1,0,0.0036286904445408,0.36,LOW
TX-178,transformer,Karjan Substation,Karjan,22.35335,72.95444,40.5,58.4,rising,4.15,69.7,89.5,185,1,0,63.5,69.3,24.8,90.7,0,Low,691,0,2,1,0.9956563099836715,99.57,CRITICAL
TX-179,transformer,Halol Substation,Halol,22.33432,73.10142,35.0,75.6,rising,5.76,49.9,82.6,231,4,2,40.9,53.1,20.2,15.2,2,Medium,1424,1,1,1,0.9917334853146064,99.17,HIGH
FDR-158,feeder,Bharuch Substation,Bharuch,22.16097,73.17145,25.6,54.9,stable,3.75,65.8,79.1,348,0,0,47.1,65.0,16.3,39.2,0,Low,149,0,1,0,0.028168272075417805,2.82,LOW
CAP-116,capacitor_bank,Halol Substation,Halol,21.91588,73.14992,28.3,64.4,falling,4.16,72.1,82.5,78,3,1,44.4,46.0,42.3,61.7,1,Medium,1478,1,6,0,0.021906344776387317,2.19,LOW
RCL-121,recloser,Halol Substation,Halol,22.16033,73.07289,3.8,53.0,rising,2.8,83.8,80.0,98,4,0,23.1,45.6,0.0,11.9,0,Medium,1400,1,4,0,0.0017891609948552944,0.18,LOW
TX-180,transformer,Nadiad Substation,Nadiad,22.27355,72.97289,13.6,55.9,falling,2.58,78.7,58.8,57,7,0,42.5,54.4,24.4,31.4,0,Low,364,0,2,0,0.004584916430085316,0.46,LOW
RCL-122,recloser,Baroda South Substation,Baroda South,22.21218,72.95549,29.5,55.2,falling,4.13,77.5,88.2,155,5,1,9.3,51.1,22.1,30.1,1,Low,413,1,2,1,0.9770206505558874,97.7,MEDIUM
FDR-159,feeder,Karjan Substation,Karjan,22.51201,72.95256,4.7,53.9,stable,3.16,84.3,96.0,90,3,0,23.2,47.5,9.3,32.2,0,Low,38,0,4,0,0.004158507070088794,0.42,LOW
FDR-160,feeder,Vadodara Central Substation,Vadodara Central,22.4826,73.07368,7.1,58.4,rising,3.95,80.9,72.7,246,9,0,60.9,68.1,23.4,71.1,0,Medium,1114,1,2,0,0.01584068051051127,1.58,LOW
CAP-117,capacitor_bank,Nadiad Substation,Nadiad,22.4728,73.12392,37.7,64.8,stable,4.82,63.8,84.0,193,4,0,53.6,60.6,17.9,38.7,0,High,1738,1,6,1,0.9898016478406053,98.98,HIGH
TX-181,transformer,Nadiad Substation,Nadiad,22.15377,73.22065,13.0,55.2,falling,3.34,83.4,61.6,206,1,0,36.7,75.8,27.4,0.0,0,Medium,1107,0,6,0,0.002609884287112039,0.26,LOW
TX-182,transformer,Baroda South Substation,Baroda South,22.38374,72.98341,41.1,60.9,rising,4.81,64.1,75.0,264,5,0,21.9,31.1,12.7,69.3,1,High,2455,3,3,1,0.9967075414260379,99.67,CRITICAL
RCL-123,recloser,Padra Substation,Padra,22.11115,72.90616,38.7,61.0,rising,4.34,65.7,77.9,247,4,0,35.2,55.2,15.1,88.4,0,Low,789,0,1,1,0.9908780439381013,99.09,HIGH
TX-183,transformer,Karjan Substation,Karjan,21.96908,73.02841,5.0,54.2,falling,2.75,84.0,75.1,118,5,0,23.0,71.0,25.7,64.4,0,Low,421,1,6,0,0.0009424491137526962,0.09,LOW
BRK-127,breaker,Bharuch Substation,Bharuch,22.58333,73.16637,37.7,67.7,stable,4.49,59.8,61.2,218,2,0,48.2,47.0,24.3,37.5,0,Low,257,0,6,1,0.9859093504099954,98.59,HIGH
TX-184,transformer,Vadodara Central Substation,Vadodara Central,21.98593,73.40287,30.9,53.9,falling,3.38,77.8,62.6,173,5,0,45.6,49.1,15.5,126.2,1,High,1762,1,4,0,0.012879896357572383,1.29,LOW
TX-185,transformer,Karjan Substation,Karjan,22.00692,73.27318,16.7,56.5,falling,3.32,76.8,81.6,157,6,0,55.5,58.4,17.1,35.0,0,Low,20,0,3,1,0.9225979818175466,92.26,MEDIUM
TX-186,transformer,Padra Substation,Padra,22.20148,73.08748,22.6,61.8,rising,4.93,55.4,83.0,165,0,0,61.8,49.2,26.9,31.2,0,High,2222,1,4,1,0.9881762602766353,98.82,HIGH
BRK-128,breaker,Karjan Substation,Karjan,22.1997,73.49517,21.9,61.4,stable,3.9,73.7,58.8,230,1,0,84.9,59.5,18.5,56.8,0,Low,122,0,1,0,0.8314158943586561,83.14,MEDIUM
TX-187,transformer,Godhra Substation,Godhra,22.04414,73.19804,3.9,47.9,stable,2.66,93.1,73.8,128,1,0,19.1,48.3,5.4,74.0,0,Medium,1269,1,6,0,0.0017392587919213447,0.17,LOW
BRK-129,breaker,Baroda South Substation,Baroda South,22.35608,73.08111,38.3,66.8,stable,4.21,69.4,64.3,218,3,2,51.6,79.2,28.5,66.3,3,High,2377,1,1,1,0.986438149581662,98.64,HIGH
FDR-161,feeder,Padra Substation,Padra,22.15499,72.98865,30.5,60.5,falling,3.67,69.1,60.8,145,2,1,9.9,52.6,32.2,64.8,1,High,1561,2,2,1,0.9351737837718141,93.52,MEDIUM
BRK-130,breaker,Nadiad Substation,Nadiad,22.36107,73.00559,12.7,57.5,rising,3.67,65.1,66.7,150,8,0,47.3,10.0,20.8,0.0,0,Low,757,1,3,0,0.01658455206690104,1.66,LOW
RCL-124,recloser,Halol Substation,Halol,22.41607,73.3835,30.6,59.3,stable,3.49,76.9,80.4,72,4,0,39.8,32.3,9.6,0.0,1,Medium,1235,1,5,0,0.008437473800609581,0.84,LOW
RCL-125,recloser,Godhra Substation,Godhra,22.54222,73.30296,22.6,54.6,falling,3.41,84.2,62.5,223,8,0,7.2,49.0,0.0,130.5,0,High,2320,0,6,0,0.013749275730385733,1.37,LOW
FDR-162,feeder,Bharuch Substation,Bharuch,22.18907,73.4047,43.3,68.6,falling,4.73,57.2,65.6,367,5,1,34.5,43.8,34.7,2.0,1,Low,20,0,6,1,0.9923858442044462,99.24,HIGH
CAP-118,capacitor_bank,Baroda North Substation,Baroda North,22.49287,73.31145,27.5,66.4,stable,4.22,64.9,70.8,229,1,0,17.3,37.9,26.2,34.3,1,Medium,1433,2,2,0,0.0215154075939817,2.15,LOW
TX-188,transformer,Halol Substation,Halol,21.96234,73.12075,4.7,49.0,stable,2.4,78.7,47.3,205,8,0,40.8,55.9,22.3,13.5,0,Low,463,0,2,0,0.001096724376096776,0.11,LOW
TX-189,transformer,Padra Substation,Padra,22.21568,73.04899,6.2,54.3,rising,3.03,82.0,78.9,64,8,0,67.0,67.2,17.8,23.9,0,Low,73,0,5,0,0.001847258758887785,0.18,LOW
FDR-163,feeder,Baroda North Substation,Baroda North,21.99257,73.43534,32.2,60.4,rising,3.74,67.6,73.1,198,10,1,3.9,74.8,15.2,39.9,1,Medium,1193,0,3,1,0.9066840634179518,90.67,MEDIUM
TX-190,transformer,Baroda South Substation,Baroda South,22.28897,73.45371,7.2,51.4,rising,3.67,82.8,83.6,244,6,1,31.8,35.7,7.0,37.4,1,Low,702,1,2,0,0.0036033513723230373,0.36,LOW
FDR-164,feeder,Godhra Substation,Godhra,22.30997,73.25013,32.1,60.9,falling,4.14,70.3,74.8,199,2,0,44.2,60.2,14.2,98.6,0,Low,790,0,6,0,0.07155260127225838,7.16,LOW
FDR-165,feeder,Karjan Substation,Karjan,22.56563,73.09495,5.1,49.3,rising,2.71,92.1,70.1,127,6,0,48.4,32.2,21.9,0.0,0,Medium,1362,0,5,0,0.0008474084014321562,0.08,LOW
BRK-131,breaker,Karjan Substation,Karjan,22.46445,73.08606,36.1,59.8,stable,3.48,68.8,64.9,165,5,0,20.5,58.9,27.6,0.0,0,Low,690,0,6,0,0.025822171930331102,2.58,LOW
TX-191,transformer,Baroda North Substation,Baroda North,21.95543,73.38093,22.0,63.0,stable,4.41,64.0,73.4,105,3,0,45.1,44.6,19.6,32.1,0,Medium,1112,0,4,1,0.9707062782955868,97.07,MEDIUM
RCL-126,recloser,Nadiad Substation,Nadiad,22.11976,73.33446,4.4,55.0,rising,3.82,72.7,65.0,199,4,0,56.2,47.6,17.9,28.4,0,Low,212,1,3,0,0.0053012508633235545,0.53,LOW
FDR-166,feeder,Nadiad Substation,Nadiad,22.37257,73.38278,4.4,53.3,rising,2.13,85.8,57.2,64,8,0,39.3,36.8,26.2,38.0,0,High,1637,1,6,0,0.0008919191360705681,0.09,LOW
TX-192,transformer,Godhra Substation,Godhra,21.97186,73.40858,28.5,58.9,rising,3.44,67.4,64.1,236,5,0,49.9,71.5,15.5,69.6,0,Medium,941,1,1,0,0.019800032798394714,1.98,LOW
FDR-167,feeder,Halol Substation,Halol,22.20536,72.9968,22.4,60.3,stable,4.03,68.4,57.2,141,4,0,17.7,52.8,21.3,68.4,0,Medium,1073,1,6,0,0.32622119955619916,32.62,MEDIUM
FDR-168,feeder,Halol Substation,Halol,22.45544,73.46583,29.9,54.5,rising,3.72,76.5,61.6,31,4,0,4.8,66.7,6.4,28.2,0,Low,970,0,1,0,0.009800088091336558,0.98,LOW
TX-193,transformer,Padra Substation,Padra,22.58226,73.36899,28.2,56.5,rising,3.82,62.9,69.8,248,5,0,30.2,48.4,6.8,13.4,0,Low,20,0,1,0,0.2046908346690361,20.47,MEDIUM
CAP-119,capacitor_bank,Baroda North Substation,Baroda North,22.40064,73.14901,7.9,47.0,stable,1.88,91.1,43.2,112,5,0,46.0,40.6,21.9,43.1,0,Low,139,0,3,0,0.0020251347333638705,0.2,LOW
TX-194,transformer,Padra Substation,Padra,21.94047,73.27896,19.0,54.2,falling,3.0,73.0,70.0,103,8,1,41.4,66.2,22.4,60.8,2,Medium,1276,0,5,0,0.00496533915693774,0.5,LOW
BRK-132,breaker,Padra Substation,Padra,22.41804,72.9756,37.4,72.7,stable,5.51,59.2,84.9,313,1,1,26.0,39.6,33.1,4.1,1,Low,20,0,6,0,0.03262416678056743,3.26,LOW
TX-195,transformer,Baroda North Substation,Baroda North,22.58807,73.38323,2.0,55.9,stable,2.84,80.5,64.3,258,2,0,37.2,53.9,29.9,81.9,0,Low,812,0,3,0,0.002798297631914191,0.28,LOW
FDR-169,feeder,Padra Substation,Padra,22.26326,73.13687,7.2,49.0,stable,2.58,90.9,75.0,169,4,0,40.3,49.4,20.3,23.5,0,Low,483,0,5,0,0.001180651095402091,0.12,LOW
FDR-170,feeder,Vadodara Central Substation,Vadodara Central,22.11228,73.19156,21.1,60.5,stable,3.24,67.4,50.2,157,6,1,61.4,76.5,31.3,65.9,1,Medium,1514,1,3,0,0.01763786874336521,1.76,LOW
TX-196,transformer,Karjan Substation,Karjan,22.50644,73.09513,9.1,56.2,rising,2.85,78.9,62.3,149,4,0,59.4,34.6,31.2,49.4,0,Medium,1138,1,2,0,0.0015344992031552792,0.15,LOW
