# Synthetic demonstration data - not real utility data.
# Model-estimated failure probability, deterministic grid impact, and priority ranking.
# This is a simplified network-impact model, not an electrical power-flow simulator.
asset_id,asset_type,criticality,failure_risk,risk_category,grid_impact,priority_score,priority_category,maintenance_days_ago,previous_failures,customers_affected_estimate,critical_facilities_estimate,neighbor_count,risk_factors,impact_factors,priority_reason
TX-362,transformer,Medium,96.19,MEDIUM,44.45,43.453,MEDIUM,261,0,903,1,1,Elevated temperature; Rising temperature trend; Very high model failure risk,Critical facilities downstream (1),High failure risk despite moderate grid impact -> MEDIUM priority
FDR-336,feeder,Medium,97.93,MEDIUM,47.25,43.4186,MEDIUM,265,0,1696,1,1,High vibration; Elevated temperature; Older equipment; Poor oil quality; Very high model failure risk,High downstream customer count; Critical facilities downstream (1),High failure risk despite moderate grid impact -> MEDIUM priority
TX-144,transformer,Medium,98.8,HIGH,47.97,43.2731,MEDIUM,169,0,1272,1,6,Elevated temperature; Older equipment; Very high model failure risk,Critical facilities downstream (1),High failure risk despite moderate grid impact -> MEDIUM priority
TX-211,transformer,Medium,98.37,HIGH,47.37,43.0005,MEDIUM,206,0,1332,1,4,Elevated temperature; Older equipment; Very high model failure risk,Critical facilities downstream (1),High failure risk despite moderate grid impact -> MEDIUM priority
FDR-311,feeder,Medium,98.05,MEDIUM,37.54,42.8514,MEDIUM,223,2,843,0,2,Elevated temperature; Older equipment; Prior failures recorded; Rising temperature trend; Very high model failure risk,-,High failure risk despite moderate grid impact -> MEDIUM priority
FDR-181,feeder,Medium,95.18,MEDIUM,48.99,42.6463,MEDIUM,175,0,1600,1,6,High load on asset; Very high model failure risk,High downstream customer count; Critical facilities downstream (1),High failure risk despite moderate grid impact -> MEDIUM priority
FDR-135,feeder,Medium,97.96,MEDIUM,46.43,41.983,MEDIUM,207,0,1077,1,4,Elevated temperature; High load on asset; Very high model failure risk,Critical facilities downstream (1),High failure risk despite moderate grid impact -> MEDIUM priority
TX-268,transformer,Medium,99.55,CRITICAL,38.62,41.8325,MEDIUM,234,1,1075,0,2,Elevated temperature; Older equipment; Prior failures recorded; Rising temperature trend; Very high model failure risk,-,High failure risk despite moderate grid impact -> MEDIUM priority
FDR-120,feeder,Medium,99.39,CRITICAL,40.76,41.4357,MEDIUM,286,0,1213,0,6,Older equipment; Rising temperature trend; Very high model failure risk,-,High failure risk despite moderate grid impact -> MEDIUM priority
FDR-128,feeder,Medium,99.44,CRITICAL,40.39,41.1649,MEDIUM,294,0,1336,0,4,High vibration; Elevated temperature; High load on asset; Rising temperature trend; Very high model failure risk,-,High failure risk despite moderate grid impact -> MEDIUM priority
TX-126,transformer,Medium,99.65,CRITICAL,40.17,40.9627,MEDIUM,288,0,1522,0,2,Elevated temperature; Older equipment; High load on asset; Rising temperature trend; Very high model failure risk,High downstream customer count,High failure risk despite moderate grid impact -> MEDIUM priority
TX-293,transformer,Medium,99.35,HIGH,40.54,40.93,MEDIUM,261,0,1155,0,6,Elevated temperature; Rising temperature trend; Very high model failure risk,-,High failure risk despite moderate grid impact -> MEDIUM priority
FDR-331,feeder,Medium,99.49,CRITICAL,39.79,40.8979,MEDIUM,325,1,975,0,6,Elevated temperature; Older equipment; Maintenance overdue; Prior failures recorded; Very high model failure risk,-,High failure risk despite moderate grid impact -> MEDIUM priority
TX-358,transformer,Medium,97.74,MEDIUM,43.68,40.7911,MEDIUM,330,0,530,1,5,Elevated temperature; Older equipment; Maintenance overdue; Very high model failure risk,Critical facilities downstream (1),High failure risk despite moderate grid impact -> MEDIUM priority
RCL-166,recloser,High,60.85,MEDIUM,48.99,40.566,MEDIUM,236,1,2809,0,6,Elevated temperature; Older equipment; Prior failures recorded; Rising temperature trend; Elevated model failure risk,High downstream customer count; High criticality classification,High failure risk despite moderate grid impact -> MEDIUM priority
TX-377,transformer,Medium,99.43,CRITICAL,40.17,40.3472,MEDIUM,238,1,1393,0,3,Elevated temperature; Older equipment; Prior failures recorded; Very high model failure risk,-,High failure risk despite moderate grid impact -> MEDIUM priority
TX-368,transformer,Medium,99.09,HIGH,39.77,40.0401,MEDIUM,260,0,971,0,6,Elevated temperature; Older equipment; Rising temperature trend; Very high model failure risk,-,High failure risk despite moderate grid impact -> MEDIUM priority
FDR-269,feeder,Medium,99.51,CRITICAL,42.64,39.7484,MEDIUM,259,0,1853,0,6,Older equipment; Very high model failure risk,High downstream customer count,High failure risk despite moderate grid impact -> MEDIUM priority
BRK-107,breaker,Medium,96.84,MEDIUM,40.09,39.138,MEDIUM,230,1,1366,0,3,Elevated temperature; Older equipment; Prior failures recorded; Very high model failure risk,-,High failure risk despite moderate grid impact -> MEDIUM priority
TX-238,transformer,Medium,99.1,HIGH,42.55,39.1352,MEDIUM,226,0,1813,0,6,Older equipment; Very high model failure risk,High downstream customer count,High failure risk despite moderate grid impact -> MEDIUM priority
BRK-101,breaker,Medium,99.32,HIGH,45.07,39.1201,MEDIUM,320,0,1040,1,1,Elevated temperature; Older equipment; Maintenance overdue; High load on asset; Very high model failure risk,Critical facilities downstream (1),High failure risk despite moderate grid impact -> MEDIUM priority
TX-159,transformer,Medium,99.6,CRITICAL,41.71,38.8737,MEDIUM,255,0,1642,0,5,Elevated temperature; Older equipment; Very high model failure risk,High downstream customer count,High failure risk despite moderate grid impact -> MEDIUM priority
FDR-286,feeder,Medium,95.55,MEDIUM,47.74,38.6609,MEDIUM,220,0,1208,1,6,Elevated temperature; Very high model failure risk,Critical facilities downstream (1),High failure risk despite moderate grid impact -> MEDIUM priority
FDR-163,feeder,Medium,90.67,MEDIUM,39.48,38.6109,MEDIUM,198,1,1193,0,3,Elevated temperature; Older equipment; Prior failures recorded; Rising temperature trend; Very high model failure risk,-,High failure risk despite moderate grid impact -> MEDIUM priority
FDR-111,feeder,Medium,96.53,MEDIUM,39.01,38.5469,MEDIUM,289,0,819,0,6,Rising temperature trend; Very high model failure risk,-,High failure risk despite moderate grid impact -> MEDIUM priority
TX-234,transformer,Medium,99.38,HIGH,38.21,38.4021,MEDIUM,242,0,981,0,2,Elevated temperature; Older equipment; Rising temperature trend; Very high model failure risk,-,High failure risk despite moderate grid impact -> MEDIUM priority
TX-225,transformer,Medium,96.62,MEDIUM,42.01,38.2466,MEDIUM,280,0,1606,0,6,Older equipment; Very high model failure risk,High downstream customer count,High failure risk despite moderate grid impact -> MEDIUM priority
RCL-106,recloser,Medium,98.32,HIGH,40.9,38.1144,MEDIUM,301,0,1641,0,3,Elevated temperature; Maintenance overdue; Very high model failure risk,High downstream customer count,High failure risk despite moderate grid impact -> MEDIUM priority
BRK-137,breaker,Medium,98.39,HIGH,41.79,37.8994,MEDIUM,202,1,1833,0,4,Elevated temperature; Older equipment; Prior failures recorded; Very high model failure risk,High downstream customer count,High failure risk despite moderate grid impact -> MEDIUM priority
BRK-190,breaker,Medium,97.33,MEDIUM,40.56,37.7098,MEDIUM,29,0,1818,0,1,Elevated temperature; Older equipment; Rising temperature trend; Very high model failure risk,High downstream customer count,High failure risk despite moderate grid impact -> MEDIUM priority
TX-142,transformer,Low,98.81,HIGH,56.27,37.6776,MEDIUM,378,0,849,2,3,High vibration; Elevated temperature; Older equipment; Maintenance overdue; High load on asset; Very high model failure risk,Critical facilities downstream (2); Feeds 2 downstream zone(s); Reaches 1 hospital(s) via zones,High failure risk despite moderate grid impact -> MEDIUM priority
TX-128,transformer,Medium,97.97,MEDIUM,41.1,37.4768,MEDIUM,236,0,1716,0,3,Elevated temperature; Older equipment; Very high model failure risk,High downstream customer count,High failure risk despite moderate grid impact -> MEDIUM priority
BRK-194,breaker,Medium,98.68,HIGH,37.87,37.2888,MEDIUM,191,0,994,0,1,Elevated temperature; High load on asset; Rising temperature trend; Very high model failure risk,-,High failure risk despite moderate grid impact -> MEDIUM priority
FDR-225,feeder,Medium,97.73,MEDIUM,37.94,37.183,MEDIUM,210,0,922,0,2,Elevated temperature; Rising temperature trend; Very high model failure risk,-,High failure risk despite moderate grid impact -> MEDIUM priority
BRK-195,breaker,Medium,96.76,MEDIUM,41.54,37.1752,MEDIUM,214,0,1893,0,3,Elevated temperature; Older equipment; Very high model failure risk,High downstream customer count,High failure risk despite moderate grid impact -> MEDIUM priority
FDR-329,feeder,Medium,94.95,MEDIUM,41.92,37.1111,MEDIUM,242,0,1725,0,5,Elevated temperature; Very high model failure risk,High downstream customer count,High failure risk despite moderate grid impact -> MEDIUM priority
BRK-150,breaker,Medium,95.66,MEDIUM,41.87,36.7409,MEDIUM,185,0,1556,0,6,Very high model failure risk,High downstream customer count,High failure risk despite moderate grid impact -> MEDIUM priority
BRK-202,breaker,Medium,99.13,HIGH,39.54,36.5133,MEDIUM,239,0,922,0,6,Elevated temperature; Older equipment; Very high model failure risk,-,High failure risk despite moderate grid impact -> MEDIUM priority
RCL-147,recloser,Medium,97.45,MEDIUM,40.32,36.0916,MEDIUM,190,0,1315,0,4,Older equipment; High load on asset; Very high model failure risk,-,High failure risk despite moderate grid impact -> MEDIUM priority
TX-100,transformer,Medium,99.06,HIGH,39.98,36.0061,MEDIUM,154,0,1460,0,2,Elevated temperature; Older equipment; Very high model failure risk,-,High failure risk despite moderate grid impact -> MEDIUM priority
TX-120,transformer,Medium,99.68,CRITICAL,41.51,35.7114,MEDIUM,279,0,1438,0,6,High vibration; Elevated temperature; Older equipment; High load on asset; Very high model failure risk,-,High failure risk despite moderate grid impact -> MEDIUM priority
BRK-164,breaker,Medium,92.91,MEDIUM,39.13,35.7041,MEDIUM,131,1,1103,0,3,Elevated temperature; Older equipment; Prior failures recorded; Very high model failure risk,-,High failure risk despite moderate grid impact -> MEDIUM priority
FDR-208,feeder,Medium,90.28,MEDIUM,40.15,35.406,MEDIUM,111,0,1385,0,3,Rising temperature trend; Very high model failure risk,-,High failure risk despite moderate grid impact -> MEDIUM priority
CAP-173,capacitor_bank,Medium,98.19,HIGH,38.98,35.3384,MEDIUM,208,0,1166,0,2,High vibration; Elevated temperature; Older equipment; Poor oil quality; Very high model failure risk,-,High failure risk despite moderate grid impact -> MEDIUM priority
CAP-157,capacitor_bank,Medium,84.07,MEDIUM,41.63,35.2268,MEDIUM,224,0,1615,0,5,Elevated temperature; Rising temperature trend; Elevated model failure risk,High downstream customer count,High failure risk despite moderate grid impact -> MEDIUM priority
RCL-149,recloser,Medium,98.49,HIGH,35.54,35.1392,MEDIUM,214,0,588,0,1,Older equipment; Rising temperature trend; Very high model failure risk,-,High failure risk despite moderate grid impact -> MEDIUM priority
RCL-139,recloser,Medium,98.32,HIGH,38.99,34.9316,MEDIUM,162,0,1278,0,1,Elevated temperature; Older equipment; Very high model failure risk,-,High failure risk despite moderate grid impact -> MEDIUM priority
TX-191,transformer,Medium,97.07,MEDIUM,39.57,34.4251,MEDIUM,105,0,1112,0,4,Elevated temperature; Very high model failure risk,-,High failure risk despite moderate grid impact -> MEDIUM priority
CAP-135,capacitor_bank,Medium,92.85,MEDIUM,39.53,34.1922,MEDIUM,239,0,1204,0,3,Very high model failure risk,-,High failure risk despite moderate grid impact -> MEDIUM priority
CAP-112,capacitor_bank,Medium,99.1,HIGH,40.76,34.1613,MEDIUM,213,0,1452,0,4,Elevated temperature; Older equipment; Very high model failure risk,-,High failure risk despite moderate grid impact -> MEDIUM priority
TX-314,transformer,Medium,93.87,MEDIUM,42.88,33.872,MEDIUM,197,0,1956,0,6,Older equipment; Very high model failure risk,High downstream customer count,High failure risk despite moderate grid impact -> MEDIUM priority
RCL-173,recloser,Medium,96.49,MEDIUM,39.67,33.6208,MEDIUM,37,0,1136,0,4,Elevated temperature; Very high model failure risk,-,High failure risk despite moderate grid impact -> MEDIUM priority
RCL-146,recloser,Medium,99.21,HIGH,39.2,33.5961,MEDIUM,282,0,854,0,6,Elevated temperature; Very high model failure risk,-,High failure risk despite moderate grid impact -> MEDIUM priority
TX-317,transformer,Medium,96.46,MEDIUM,41.79,33.3983,MEDIUM,148,0,1528,0,6,Elevated temperature; Older equipment; Very high model failure risk,High downstream customer count,High failure risk despite moderate grid impact -> MEDIUM priority
BRK-206,breaker,Medium,95.37,MEDIUM,41.24,32.6919,MEDIUM,158,0,1478,0,5,Elevated temperature; Older equipment; Very high model failure risk,-,High failure risk despite moderate grid impact -> MEDIUM priority
BRK-186,breaker,Low,98.75,HIGH,45.66,30.1896,MEDIUM,334,0,618,2,2,Elevated temperature; Maintenance overdue; Very high model failure risk,Critical facilities downstream (2),High failure risk despite moderate grid impact -> MEDIUM priority
TX-316,transformer,Low,98.81,HIGH,43.18,29.7549,MEDIUM,185,0,295,2,4,Older equipment; Rising temperature trend; Very high model failure risk,Critical facilities downstream (2),High failure risk despite moderate grid impact -> MEDIUM priority
RCL-118,recloser,Low,99.5,CRITICAL,40.17,28.9924,MEDIUM,337,0,662,1,5,High vibration; Elevated temperature; Maintenance overdue; Rising temperature trend; Very high model failure risk,Critical facilities downstream (1),High failure risk despite moderate grid impact -> MEDIUM priority
CAP-127,capacitor_bank,Medium,74.65,MEDIUM,38.84,28.7619,MEDIUM,169,0,1032,0,3,Elevated temperature; Older equipment; Rising temperature trend; Elevated model failure risk,-,High failure risk despite moderate grid impact -> MEDIUM priority
CAP-140,capacitor_bank,Low,91.71,MEDIUM,38.57,28.5311,MEDIUM,178,2,662,1,1,High vibration; Elevated temperature; Prior failures recorded; Rising temperature trend; Very high model failure risk,Critical facilities downstream (1),High failure risk despite moderate grid impact -> MEDIUM priority
TX-221,transformer,Medium,72.59,MEDIUM,38.61,28.4655,MEDIUM,259,0,1172,0,1,Elevated temperature; Older equipment; Rising temperature trend; Elevated model failure risk,-,High failure risk despite moderate grid impact -> MEDIUM priority
CAP-106,capacitor_bank,High,34.95,MEDIUM,60.65,28.1228,MEDIUM,132,1,1988,2,4,Prior failures recorded; Rising temperature trend,High downstream customer count; Critical facilities downstream (2); High criticality classification,High grid impact but low failure risk -> MEDIUM priority
FDR-131,feeder,Medium,64.92,MEDIUM,41.45,28.0527,MEDIUM,61,1,1858,0,3,Older equipment; High load on asset; Prior failures recorded; Rising temperature trend; Elevated model failure risk,High downstream customer count,High failure risk despite moderate grid impact -> MEDIUM priority
TX-198,transformer,Low,99.68,CRITICAL,42.58,28.0289,MEDIUM,284,0,282,2,3,Elevated temperature; Older equipment; Very high model failure risk,Critical facilities downstream (2),High failure risk despite moderate grid impact -> MEDIUM priority
FDR-185,feeder,Low,95.15,MEDIUM,41.84,27.8812,MEDIUM,201,0,1155,1,3,Elevated temperature; Older equipment; Rising temperature trend; Very high model failure risk,Critical facilities downstream (1),High failure risk despite moderate grid impact -> MEDIUM priority
TX-357,transformer,Low,97.45,MEDIUM,40.48,27.8456,MEDIUM,231,0,710,1,5,Older equipment; Rising temperature trend; Very high model failure risk,Critical facilities downstream (1),High failure risk despite moderate grid impact -> MEDIUM priority
TX-302,transformer,Medium,65.54,MEDIUM,45.65,27.0498,MEDIUM,135,0,1184,1,1,Older equipment; Elevated model failure risk,Critical facilities downstream (1),High failure risk despite moderate grid impact -> MEDIUM priority
BRK-184,breaker,Low,98.29,HIGH,37.34,26.8462,MEDIUM,370,0,502,1,1,Elevated temperature; Older equipment; Maintenance overdue; Rising temperature trend; Very high model failure risk,Critical facilities downstream (1),High failure risk despite moderate grid impact -> MEDIUM priority
FDR-125,feeder,Low,92.68,MEDIUM,37.72,26.8392,MEDIUM,267,2,500,1,2,High vibration; Elevated temperature; Older equipment; High load on asset; Prior failures recorded; Very high model failure risk,Critical facilities downstream (1),High failure risk despite moderate grid impact -> MEDIUM priority
FDR-308,feeder,Low,99.09,HIGH,38.23,26.5291,MEDIUM,201,0,561,1,2,Elevated temperature; Older equipment; High load on asset; Rising temperature trend; Very high model failure risk,Critical facilities downstream (1),High failure risk despite moderate grid impact -> MEDIUM priority
FDR-316,feeder,High,42.29,MEDIUM,61.87,26.4476,MEDIUM,72,0,2180,2,6,-,High downstream customer count; Critical facilities downstream (2); High criticality classification,High grid impact but low failure risk -> MEDIUM priority
TX-360,transformer,Low,99.57,CRITICAL,31.97,26.3642,MEDIUM,295,3,663,0,2,Elevated temperature; Older equipment; High load on asset; Prior failures recorded; Very high model failure risk,-,High failure risk despite moderate grid impact -> MEDIUM priority
TX-244,transformer,Low,96.89,MEDIUM,38.62,26.2734,MEDIUM,211,1,427,1,6,Elevated temperature; Older equipment; Prior failures recorded; Very high model failure risk,Critical facilities downstream (1),High failure risk despite moderate grid impact -> MEDIUM priority
FDR-100,feeder,Low,99.44,CRITICAL,34.2,26.0403,MEDIUM,256,2,1095,0,2,Elevated temperature; Older equipment; Prior failures recorded; Very high model failure risk,-,High failure risk despite moderate grid impact -> MEDIUM priority
TX-170,transformer,Low,98.01,MEDIUM,38.09,25.9584,MEDIUM,174,1,543,1,2,Elevated temperature; Prior failures recorded; Very high model failure risk,Critical facilities downstream (1),High failure risk despite moderate grid impact -> MEDIUM priority
TX-245,transformer,Low,98.99,HIGH,35.62,25.8822,MEDIUM,384,0,260,1,4,High vibration; Elevated temperature; Maintenance overdue; Rising temperature trend; Very high model failure risk,Critical facilities downstream (1),High failure risk despite moderate grid impact -> MEDIUM priority
RCL-175,recloser,Low,99.72,CRITICAL,32.36,25.3806,MEDIUM,369,1,661,0,3,High vibration; Elevated temperature; Older equipment; Maintenance overdue; Prior failures recorded; Rising temperature trend; Very high model failure risk,-,High failure risk despite moderate grid impact -> MEDIUM priority
TX-387,transformer,Low,97.28,MEDIUM,34.21,25.1042,MEDIUM,194,1,838,0,5,Elevated temperature; Prior failures recorded; Rising temperature trend; Very high model failure risk,-,High failure risk despite moderate grid impact -> MEDIUM priority
FDR-317,feeder,Low,99.6,CRITICAL,32.53,24.9875,LOW,286,1,524,0,6,High vibration; Elevated temperature; Older equipment; High load on asset; Prior failures recorded; Rising temperature trend; Poor oil quality; Very high model failure risk,-,High failure risk despite moderate grid impact -> LOW priority
CAP-111,capacitor_bank,Low,98.09,HIGH,35.23,24.7557,LOW,288,0,962,0,6,Elevated temperature; Rising temperature trend; Very high model failure risk,-,High failure risk despite moderate grid impact -> LOW priority
TX-269,transformer,Medium,65.49,MEDIUM,41.01,24.7346,LOW,199,0,1681,0,3,Elevated temperature; Elevated model failure risk,High downstream customer count,High failure risk despite moderate grid impact -> LOW priority
TX-217,transformer,Low,99.79,CRITICAL,32.1,24.6649,LOW,279,1,747,0,1,Elevated temperature; Older equipment; Prior failures recorded; Rising temperature trend; Very high model failure risk,-,High failure risk despite moderate grid impact -> LOW priority
FDR-300,feeder,Low,98.06,MEDIUM,34.85,24.4752,LOW,287,0,968,0,5,Elevated temperature; Rising temperature trend; Very high model failure risk,-,High failure risk despite moderate grid impact -> LOW priority
BRK-134,breaker,Low,99.33,HIGH,31.84,24.207,LOW,254,1,491,0,5,Elevated temperature; Older equipment; Prior failures recorded; Rising temperature trend; Very high model failure risk,-,High failure risk despite moderate grid impact -> LOW priority
FDR-150,feeder,Low,99.68,CRITICAL,34.04,24.0315,LOW,244,2,152,1,6,High vibration; Elevated temperature; Older equipment; Prior failures recorded; Very high model failure risk,Critical facilities downstream (1),High failure risk despite moderate grid impact -> LOW priority
FDR-228,feeder,Low,98.8,HIGH,35.69,23.9474,LOW,86,0,1169,0,5,Elevated temperature; Older equipment; Rising temperature trend; Very high model failure risk,-,High failure risk despite moderate grid impact -> LOW priority
TX-355,transformer,Low,99.64,CRITICAL,36.38,23.8226,LOW,267,1,309,1,4,High vibration; Elevated temperature; Older equipment; Prior failures recorded; Poor oil quality; Very high model failure risk,Critical facilities downstream (1),High failure risk despite moderate grid impact -> LOW priority
RCL-130,recloser,Low,99.39,CRITICAL,31.03,23.82,LOW,292,1,409,0,5,Elevated temperature; Older equipment; Prior failures recorded; Rising temperature trend; Very high model failure risk,-,High failure risk despite moderate grid impact -> LOW priority
FDR-291,feeder,Low,99.57,CRITICAL,28.73,23.7234,LOW,301,3,267,0,4,High vibration; Elevated temperature; Older equipment; Maintenance overdue; Prior failures recorded; Poor oil quality; Very high model failure risk,-,High failure risk despite moderate grid impact -> LOW priority
TX-326,transformer,Low,98.86,HIGH,27.77,23.6828,LOW,182,3,235,0,3,Elevated temperature; Older equipment; Prior failures recorded; Rising temperature trend; Poor oil quality; Very high model failure risk,-,High failure risk despite moderate grid impact -> LOW priority
TX-243,transformer,Low,98.45,HIGH,34.3,23.4436,LOW,168,0,781,0,6,Elevated temperature; Older equipment; Rising temperature trend; Very high model failure risk,-,High failure risk despite moderate grid impact -> LOW priority
BRK-118,breaker,Low,87.52,MEDIUM,38.67,23.2104,LOW,122,0,678,1,1,Rising temperature trend; Elevated model failure risk,Critical facilities downstream (1),High failure risk despite moderate grid impact -> LOW priority
BRK-189,breaker,Low,96.93,MEDIUM,33.5,23.1475,LOW,269,1,935,0,2,High vibration; Elevated temperature; Older equipment; Prior failures recorded; Very high model failure risk,-,High failure risk despite moderate grid impact -> LOW priority
BRK-167,breaker,Low,97.05,MEDIUM,35.17,23.1058,LOW,74,1,951,0,6,Elevated temperature; Prior failures recorded; Very high model failure risk,-,High failure risk despite moderate grid impact -> LOW priority
RCL-122,recloser,Low,97.7,MEDIUM,36.87,22.9319,LOW,155,1,413,1,2,Prior failures recorded; Very high model failure risk,Critical facilities downstream (1),High failure risk despite moderate grid impact -> LOW priority
TX-130,transformer,Low,97.51,MEDIUM,34.81,22.7334,LOW,35,0,181,1,6,Rising temperature trend; Very high model failure risk,Critical facilities downstream (1),High failure risk despite moderate grid impact -> LOW priority
RCL-123,recloser,Low,99.09,HIGH,32.35,22.72,LOW,247,0,789,0,1,Elevated temperature; Older equipment; Rising temperature trend; Very high model failure risk,-,High failure risk despite moderate grid impact -> LOW priority
BRK-215,breaker,Low,98.47,HIGH,34.58,22.6788,LOW,315,0,996,0,4,Elevated temperature; Maintenance overdue; Very high model failure risk,-,High failure risk despite moderate grid impact -> LOW priority
TX-175,transformer,Low,98.17,HIGH,32.22,22.6756,LOW,291,1,586,0,4,Elevated temperature; Prior failures recorded; Very high model failure risk,-,High failure risk despite moderate grid impact -> LOW priority
BRK-178,breaker,Low,93.53,MEDIUM,31.89,22.389,LOW,174,1,454,0,6,Prior failures recorded; Rising temperature trend; Very high model failure risk,-,High failure risk despite moderate grid impact -> LOW priority
TX-330,transformer,Low,98.77,HIGH,35.53,22.3781,LOW,161,0,1232,0,4,Older equipment; Very high model failure risk,-,High failure risk despite moderate grid impact -> LOW priority
TX-333,transformer,Low,98.19,HIGH,31.88,22.3716,LOW,279,0,134,1,2,Elevated temperature; Rising temperature trend; Very high model failure risk,Critical facilities downstream (1),High failure risk despite moderate grid impact -> LOW priority
TX-178,transformer,Low,99.57,CRITICAL,32.15,22.3239,LOW,185,0,691,0,2,Older equipment; Rising temperature trend; Very high model failure risk,-,High failure risk despite moderate grid impact -> LOW priority
FDR-179,feeder,Low,99.53,CRITICAL,30.93,22.2189,LOW,317,1,438,0,4,Elevated temperature; Older equipment; Maintenance overdue; Prior failures recorded; Very high model failure risk,-,High failure risk despite moderate grid impact -> LOW priority
FDR-321,feeder,Low,98.86,HIGH,29.55,22.0838,LOW,203,1,420,0,1,High vibration; Elevated temperature; Older equipment; Prior failures recorded; Rising temperature trend; Very high model failure risk,-,High failure risk despite moderate grid impact -> LOW priority
FDR-312,feeder,Low,97.73,MEDIUM,34.32,22.0631,LOW,270,0,939,0,4,Elevated temperature; Very high model failure risk,-,High failure risk despite moderate grid impact -> LOW priority
TX-334,transformer,Low,98.8,HIGH,31.23,22.031,LOW,275,0,428,0,5,Elevated temperature; Older equipment; Rising temperature trend; Very high model failure risk,-,High failure risk despite moderate grid impact -> LOW priority
RCL-129,recloser,Low,97.05,MEDIUM,32.71,21.9907,LOW,160,2,783,0,2,Elevated temperature; Older equipment; Prior failures recorded; Very high model failure risk,-,High failure risk despite moderate grid impact -> LOW priority
TX-342,transformer,Low,98.6,HIGH,26.75,21.9127,LOW,309,3,187,0,3,High vibration; Elevated temperature; Older equipment; Maintenance overdue; Prior failures recorded; Poor oil quality; Very high model failure risk,-,High failure risk despite moderate grid impact -> LOW priority
TX-321,transformer,Low,99.45,CRITICAL,31.41,21.9063,LOW,206,1,407,0,6,Elevated temperature; Older equipment; Prior failures recorded; Very high model failure risk,-,High failure risk despite moderate grid impact -> LOW priority
FDR-112,feeder,Low,99.13,HIGH,33.14,21.8986,LOW,318,0,862,0,2,Older equipment; Maintenance overdue; Very high model failure risk,-,High failure risk despite moderate grid impact -> LOW priority
FDR-108,feeder,Low,98.59,HIGH,29.03,21.8104,LOW,236,1,342,0,2,Elevated temperature; Prior failures recorded; Rising temperature trend; Very high model failure risk,-,High failure risk despite moderate grid impact -> LOW priority
TX-294,transformer,Low,99.39,CRITICAL,30.45,21.6089,LOW,275,2,393,0,4,High vibration; Elevated temperature; Prior failures recorded; Poor oil quality; Very high model failure risk,-,High failure risk despite moderate grid impact -> LOW priority
TX-133,transformer,Low,98.72,HIGH,32.85,21.5053,LOW,299,0,675,0,4,Elevated temperature; Older equipment; Very high model failure risk,-,High failure risk despite moderate grid impact -> LOW priority
TX-158,transformer,Low,97.21,MEDIUM,37.11,21.4883,LOW,233,0,364,1,4,Older equipment; Very high model failure risk,Critical facilities downstream (1),High failure risk despite moderate grid impact -> LOW priority
TX-282,transformer,Low,96.91,MEDIUM,32.3,21.472,LOW,123,0,596,0,4,Older equipment; High load on asset; Rising temperature trend; Very high model failure risk,-,High failure risk despite moderate grid impact -> LOW priority
FDR-304,feeder,Low,99.51,CRITICAL,29.59,21.4027,LOW,345,1,324,0,4,Elevated temperature; Older equipment; Maintenance overdue; Prior failures recorded; Poor oil quality; Very high model failure risk,-,High failure risk despite moderate grid impact -> LOW priority
TX-148,transformer,Low,97.89,MEDIUM,31.91,21.2764,LOW,97,0,653,0,2,Elevated temperature; Older equipment; Rising temperature trend; Very high model failure risk,-,High failure risk despite moderate grid impact -> LOW priority
TX-338,transformer,Low,97.13,MEDIUM,33.75,21.2044,LOW,211,0,905,0,3,Elevated temperature; Older equipment; Very high model failure risk,-,High failure risk despite moderate grid impact -> LOW priority
TX-206,transformer,Low,98.79,HIGH,32.63,21.0435,LOW,243,0,536,0,6,Elevated temperature; Older equipment; Very high model failure risk,-,High failure risk despite moderate grid impact -> LOW priority
TX-328,transformer,Low,97.48,MEDIUM,30.59,20.9543,LOW,214,0,486,0,2,Elevated temperature; Older equipment; Rising temperature trend; Very high model failure risk,-,High failure risk despite moderate grid impact -> LOW priority
CAP-176,capacitor_bank,Low,99.55,CRITICAL,28.38,20.7953,LOW,95,1,270,0,3,High vibration; Elevated temperature; Older equipment; Prior failures recorded; Rising temperature trend; Poor oil quality; Very high model failure risk,-,High failure risk despite moderate grid impact -> LOW priority
FDR-245,feeder,Low,97.94,MEDIUM,32.67,20.7519,LOW,220,0,775,0,2,Older equipment; Very high model failure risk,-,High failure risk despite moderate grid impact -> LOW priority
FDR-318,feeder,Low,97.06,MEDIUM,31.49,20.7173,LOW,79,0,543,0,3,Elevated temperature; Rising temperature trend; Very high model failure risk,-,High failure risk despite moderate grid impact -> LOW priority
BRK-142,breaker,Low,92.21,MEDIUM,32.31,20.63,LOW,158,0,715,0,2,Rising temperature trend; Very high model failure risk,-,High failure risk despite moderate grid impact -> LOW priority
BRK-135,breaker,Low,98.54,HIGH,30.05,20.628,LOW,181,1,300,0,6,Elevated temperature; Older equipment; Prior failures recorded; Very high model failure risk,-,High failure risk despite moderate grid impact -> LOW priority
TX-204,transformer,Low,98.99,HIGH,29.26,20.6213,LOW,264,0,329,0,3,Elevated temperature; Older equipment; Rising temperature trend; Very high model failure risk,-,High failure risk despite moderate grid impact -> LOW priority
FDR-272,feeder,Low,97.62,MEDIUM,29.97,20.5592,LOW,214,0,386,0,3,Older equipment; Rising temperature trend; Very high model failure risk,-,High failure risk despite moderate grid impact -> LOW priority
